OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000107574,Sample-Routine,Water,,7/30/09,11:48:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J6150000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,190,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000302370,Sample-Routine,Water,,12/28/09,12:17:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,44,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000360616,Sample-Routine,Water,,2/9/09,12:33:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,43,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000267508,Sample-Routine,Water,,4/19/02,,,,,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,133,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000120977,Sample-Routine,Water,,5/27/05,11:30:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6055000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,4,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000284925,Sample-Routine,Water,,11/15/01,,,,,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,18,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000189989,Sample-Routine,Water,,11/24/03,12:06:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,59,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000441810,Sample-Routine,Water,,6/6/97,13:00:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,360,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000449414,Sample-Routine,Water,,10/17/96,14:30:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,260,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000427852,Sample-Routine,Water,,4/9/98,13:20:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,110,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000331330,Sample-Routine,Water,,12/15/00,,,,,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,54,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000342318,Sample-Routine,Water,,9/15/00,,,,,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,16,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000371417,Sample-Routine,Water,,1/11/00,,,,,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,100,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000356008,Sample-Routine,Water,,6/13/00,,,,,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,44,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000076885,Sample-Routine,Water,,5/26/06,11:49:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,25,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000002453,Sample-Routine,Water,,3/1/10,10:09:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,10,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000008318,Sample-Routine,Water,,12/29/10,10:58:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,44,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014709513,Sample-Routine,Water,,5/15/14,9:41:00,EST,0.1,m,LNBA,,21NCMONITORING-J6250000,,,,35.2957,-77.4962,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,34,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150324-J6150000-370556786,Sample-Routine,Water,Surface Water,3/24/15,11:23:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,41,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150113-J6150000-370556760,Sample-Routine,Water,Surface Water,1/13/15,11:08:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,750,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001748425,Sample-Routine,Water,,10/25/10,12:49:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,,24,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000414649,Sample-Routine,Water,,9/9/98,12:15:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,200,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000291990,Sample-Routine,Water,,4/16/09,11:30:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J6055000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,14,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000483000,Sample-Routine,Water,,7/3/08,10:49:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,78,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000186601,Sample-Routine,Water,,12/22/03,12:50:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,64,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000125370,Sample-Routine,Water,,4/25/05,12:19:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6150000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,9,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000128725,Sample-Routine,Water,,3/31/05,11:35:00,EST,0.1,m,LNBA,,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,22,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000226923,Sample-Routine,Water,,2/28/03,11:54:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6044500,"Countable membranes with more than 60 or 80 colonies.  The value reported is calculated using the count from the smallest volume filtered and reported as a greater than """">"""" value.",,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,930,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000427834,Sample-Routine,Water,,4/9/98,11:40:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,160,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000392609,Sample-Routine,Water,,6/7/99,,,,,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,7,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000456224,Sample-Routine,Water,,4/5/96,11:35:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,19,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000039290,Sample-Routine,Water,,3/30/07,13:28:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6340000,,,,35.33527,-77.45702,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,20,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000043502,Sample-Routine,Water,,2/23/07,11:32:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,The analyte was analyzed for but not detected above the reported practical quantitation limit. The numerical value reported is equal to the labs PQL; Counts from all filters were zero. The value reported is based on the number of colonies per 100mL that would have been reported if there had been one colony on the filter representing the largest filtration volume.,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,,,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,Practical Quantitation Limit,1,cfu/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000093442,Sample-Routine,Water,,12/30/05,11:58:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,20,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000009855,Sample-Routine,Water,,10/29/07,11:57:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,320,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000028366,Sample-Routine,Water,,6/18/07,12:06:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6340000,,,,35.33527,-77.45702,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,64,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000100188,Sample-Routine,Water,,10/24/05,11:21:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6044500,"Countable membranes with more than 60 or 80 colonies.  The value reported is calculated using the count from the smallest volume filtered and reported as a greater than """">"""" value.",,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,770,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000006886,Sample-Routine,Water,,10/5/11,10:10:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,76,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-060001427,Sample-Routine,Water,,6/18/13,10:55:00,EST,0.1,m,LNBA,,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,49,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000462460,Sample-Routine,Water,,7/17/95,10:10:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,613,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000265307,Sample-Routine,Water,,11/23/09,13:31:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J6150000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,77,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000269531,Sample-Routine,Water,,11/23/09,12:22:00,EST,0.1,m,LNBA,,21NCMONITORING-J6044500,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,118,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000384740,Sample-Routine,Water,,1/16/09,12:02:00,EST,0.1,m,LNBA,,21NCMONITORING-J6055000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,19,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000186647,Sample-Routine,Water,,12/22/03,12:30:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,50,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000120921,Sample-Routine,Water,,5/27/05,12:46:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6340000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.33527,-77.45702,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,19,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000270980,Sample-Routine,Water,,3/25/02,,,,,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,14,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000260491,Sample-Routine,Water,,6/10/02,,,,,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,66,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000149412,Sample-Routine,Water,,10/8/04,12:55:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,58,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000454538,Sample-Routine,Water,,6/10/96,9:15:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,260,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000456178,Sample-Routine,Water,,4/5/96,11:50:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,77,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000080962,Sample-Routine,Water,,4/27/06,12:41:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6340000,,,,35.33527,-77.45702,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,269,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000009958,Sample-Routine,Water,,10/29/07,10:56:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,164,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000005139,Sample-Routine,Water,,7/13/11,11:18:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,665: reagent contamination,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,25,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000466548,Sample-Routine,Water,,1/12/95,9:25:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6044500,Indicates that the analyte was analyzed for but not detected above the reported practical quantitation limit*.,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,,,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,Practical Quantitation Limit,10,cfu/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000260531,Sample-Routine,Water,,6/10/02,,,,,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,35,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000197385,Sample-Routine,Water,,9/27/03,12:13:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,400,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000197451,Sample-Routine,Water,,9/27/03,11:32:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,106,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
