OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98900245,Sample-Routine,Water,Surface Water,3/14/89,11:30:00,EST,3,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207988510,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200111,Sample-Routine,Water,Surface Water,3/1/82,12:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02085070,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000691,Not determined,Water,Surface Water,10/30/79,11:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214620750,,,Not determined,Not Determined (historical),USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98900343,Sample-Routine,Water,Surface Water,2/14/89,12:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210788875,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99401474,Sample-Routine,Water,Surface Water,3/23/94,14:20:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429912,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98800075,Sample-Routine,Water,Surface Water,12/1/87,13:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,,Rising stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200039,Sample-Routine,Water,Surface Water,3/1/82,12:00:00,EST,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02080500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300246,Sample-Routine,Water,Surface Water,2/18/93,8:45:00,EST,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214157625,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500434,Sample-Routine,Water,Surface Water,4/24/85,12:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210789100,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300896,Sample-Routine,Water,Surface Water,4/28/93,12:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214652625,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300114,Sample-Routine,Water,Surface Water,12/9/92,10:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429930,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,130,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900122,Sample-Routine,Water,Surface Water,6/12/79,11:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02083500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700281,Sample-Routine,Water,Surface Water,1/23/87,9:40:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210787855,,,Peak stage,Flood,USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400570,Sample-Routine,Water,Surface Water,2/23/84,11:40:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210787855,,,Rising stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400630,Sample-Routine,Water,Surface Water,1/11/84,15:05:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210789100,,,Rising stage,Flood,USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300690,Sample-Routine,Water,Surface Water,3/25/93,9:35:00,EST,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214126765,,,"Stable, high stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99101954,Sample-Routine,Water,Surface Water,4/17/91,14:25:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429912,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400930,Not determined,Water,Surface Water,2/28/84,11:40:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214632335,,,Not determined,Not Determined (historical),USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400452,Sample-Routine,Water,Surface Water,4/30/84,11:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0209741955,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400583,Sample-Routine,Water,Surface Water,7/18/84,12:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210787855,,,Rising stage,Flood,USGS,USGS,USGS,Unknown,,Fecal Coliform,1300,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000611,Sample-Routine,Water,Surface Water,3/18/80,10:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03453500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,13000,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99000223,Sample-Routine,Water,Surface Water,1/10/90,11:00:00,EST,3,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207988550,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,14,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99102756,Sample-Routine,Water,Surface Water,8/20/91,10:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03460000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,14,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600627,Sample-Routine,Water,Surface Water,9/2/86,10:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02080500,"RERUNS:NH4,DIS=.44,TOT=.04",,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,14,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400597,Quality Control Sample-Reference Sample,Water,Surface Water,12/14/83,11:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210788875,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99101494,Sample-Routine,Water,Surface Water,3/20/91,15:50:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429920,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99401689,Sample-Routine,Water,Surface Water,5/25/94,12:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212404995,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99200178,Sample-Routine,Water,Surface Water,11/7/91,13:10:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429920,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99200179,Sample-Routine,Water,Surface Water,11/7/91,13:05:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429960,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400216,Sample-Routine,Water,Surface Water,9/24/84,9:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02086849,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800151,Sample-Routine,Water,Surface Water,5/23/78,10:15:00,EDT,,,,,USGS-02083500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900795,Sample-Routine,Water,Surface Water,9/11/79,10:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02106651,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500204,Sample-Routine,Water,Surface Water,5/13/85,13:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301054,Sample-Routine,Water,Surface Water,5/17/93,12:30:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02083833,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81 with Teflon cap and nozzle,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900120,Sample-Routine,Water,Surface Water,5/21/79,14:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02083500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99400006,Sample-Routine,Water,Surface Water,10/5/93,8:00:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),Weighted-bottle sampler,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99402622,Sample-Routine,Water,Surface Water,6/23/94,15:05:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429920,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98901864,Sample-Routine,Water,Surface Water,7/10/89,13:40:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429930,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400166,Sample-Routine,Water,Surface Water,11/29/83,9:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02086624,,,Rising stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99902281,Sample-Routine,Water,Groundwater,7/14/99,12:50:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429960,,,Not applicable,Not applicable,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100280,Sample-Routine,Water,Surface Water,8/17/81,12:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02105769,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900772,Sample-Routine,Water,Surface Water,2/27/79,11:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02106651,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400926,Not determined,Water,Surface Water,10/11/83,11:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214632335,,,Not determined,Not Determined (historical),USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99404092,Sample-Routine,Water,Surface Water,9/22/94,9:00:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-0208925200,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81 with Teflon cap and nozzle,,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700613,Sample-Routine,Water,Surface Water,4/27/87,13:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02080500,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99202571,Sample-Routine,Water,Surface Water,9/8/92,13:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02116500,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),"Sampler, US DH-76",,Fecal Coliform,140,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99102976,Sample-Routine,Water,Surface Water,9/25/91,10:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02126000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,140,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300967,Sample-Routine,Water,Surface Water,4/29/93,13:50:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429912,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700277,Sample-Routine,Water,Surface Water,1/22/87,12:10:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210788875,,,Rising stage,Flood,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99202008,Sample-Routine,Water,Surface Water,8/26/92,11:30:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98800917,Sample-Routine,Water,Surface Water,6/30/88,15:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429960,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301582,Sample-Routine,Water,Surface Water,8/12/93,10:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02141245,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Fecal Coliform,1400,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99603252,Sample-Routine,Water,Surface Water,9/11/96,11:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429960,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301563,Sample-Routine,Water,Surface Water,8/2/93,14:50:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429912,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99000891,Sample-Routine,Water,Surface Water,1/16/90,15:10:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429960,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400131,Sample-Routine,Water,Surface Water,7/24/84,14:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02085079,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000438,Sample-Routine,Water,Surface Water,4/15/80,10:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02106648,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900492,Sample-Routine,Water,Surface Water,8/6/79,12:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,1400,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200373,Sample-Routine,Water,Surface Water,10/8/81,16:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214632322,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,14000,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
