OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,ProviderName
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0160000,CATAWBA RIV AT I40 NR OLD FORT,River/Stream,3050101,,,35.639,-82.128,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0190000,JAKE CRK NR PLEASANT GARDENS,River/Stream,3050101,,,35.675,-82.067,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0220000,JAKE CRK NR PLEASANT GARDENS,River/Stream,3050101,,,35.682,-82.067,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0250000,CATAWBA RIV AT SR 1221 NR PLEASANT GARDENS,River/Stream,3050101,,,35.6851,-82.0608,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0255001,LAKE TAHOMA NR CHESTNUT BRANCH NR NC HWY 80,Reservoir,3050101,,,35.7277778,-82.0880556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0255101,LAKE TAHOMA NR DAM NR NC HWY 80,Reservoir,3050101,,,35.7236111,-82.0811111,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0260000,CATAWBA RIV NR MARION,River/Stream,3050101,,,35.707,-82.033,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0280000,CATAWBA RIV AT SR 1501 NR HANKINS,River/Stream,3050101,,,35.719,-82.003,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0310000,LAKE JAMES NR MARION,Reservoir,3050101,,,35.719,-81.99,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0340000,N FK CATAWBA RIV AT SEVIER,River/Stream,3050101,,,35.803,-82.019,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0370000,ARMSTRONG CRK AT NC 226A NR SEVIER,River/Stream,3050101,,,35.808,-82.061,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0400000,ARMSTRONG CRK AT NC 226 NR SEVIER,River/Stream,3050101,,,35.795,-82.036,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0430000,ARMSTRONG CRK AT SEVIER,River/Stream,3050101,,,35.793,-82.021,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0460000,LIMEKILN CRK AT SR 1556 AT SEVIER,River/Stream,3050101,,,35.792,-82.025,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0490000,LIMEKILN CRK AT SR 1559 AT SEVIER,River/Stream,3050101,,,35.792,-82.02,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0520000,N FK CATAWBA RIV NR SEVIER,River/Stream,3050101,,,35.792,-82.017,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0550000,N FORK CATAWBA RIV AT SR 1552 NR HANKINS,River/Stream,3050101,,,35.7396,-81.9878,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0580000,LAKE JAMES AT MARION,Reservoir,3050101,,,35.717,-81.978,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0580010,LAKE JAMES AT MARION NC,Reservoir,3050101,,,35.7166667,-81.9777778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0590000,LAKE JAMES NR MARION CLEAN LAKES,Reservoir,3050101,,,35.75,-81.958,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0592000,LAKE JAMES NR MARION NC CLEAN LAKES,Reservoir,3050101,,,35.75,-81.9583333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0600000,CATAWBA RIV AT NC 126 NR LONGTOWN,River/Stream,3050101,,,35.743,-81.886,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0610000,FORSYTHE CRK AT MARION,River/Stream,3050101,,,35.683,-82.01,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0640000,FORSYTHE CRK NR MARION,River/Stream,3050101,,,35.703,-81.999,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0670000,LAKE JAMES NR NEBO CLEAN LAKES,Reservoir,3050101,,,35.742,-81.913,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0672000,LAKE JAMES NR NEBO NC CLEAN LAKES,Reservoir,3050101,,,35.7416667,-81.9125,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0700000,LAKE JAMES NR LONGTOWN,Reservoir,3050101,,,35.746,-81.883,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0730000,LAKE JAMES NR BRIDGEWATER CLEAN LAKES,Reservoir,3050101,,,35.738,-81.854,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0732000,LAKE JAMES NR BRIDGEWATER NC CLEAN LAKES,Reservoir,3050101,,,35.7375,-81.8541667,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0760000,LINVILLE RIV AT LINVILLE,River/Stream,3050101,,,36.075,-81.872,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0790000,LINVILLE RIV AT SR 1349 AT LINVILLE,River/Stream,3050101,,,36.075,-81.875,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0820000,LINVILLE RIV AT PINEOLA,River/Stream,3050101,,,36.029,-81.894,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0850000,STACEY CRK AT NC 181 NR PINEOLA,River/Stream,3050101,,,36.007,-81.896,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0880000,STACEY CRK NR NC 181 NR PINEOLA,River/Stream,3050101,,,36.011,-81.896,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0910000,MILL TIMBER CRK AT SR 1524 AT CROSSMORE,River/Stream,3050101,,,36.021,-81.925,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0940000,MILL TIMBER CRK AT MOUTH AT CROSSMORE,River/Stream,3050101,,,36.017,-81.925,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C0970000,LINVILLE RIV NR CROSSMORE,River/Stream,3050101,,,36.006,-81.933,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1000000,LINVILLE RIV AT NC 126 NR NEBO,River/Stream,3050101,,,35.7954,-81.8901,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1010000,LAKE JAMES AT LONGTOWN CLEAN LAKES,Reservoir,3050101,,,35.781,-81.865,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1012000,LAKE JAMES AT LONGTOWN NC CLEAN LAKES,Reservoir,3050101,,,35.7805556,-81.8652778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1030000,LAKE JAMES NR GLEN ALPINE,Reservoir,3050101,,,35.758,-81.849,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1031000,LAKE JAMES NR GLEN ALPINE NC,Reservoir,3050101,,,35.7583333,-81.8486111,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1060000,N MUDDY CRK NR MARION,River/Stream,3050101,,,35.633,-81.957,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1090000,YOUNGS FORK CRK AT MARION,River/Stream,3050101,,,35.653,-81.964,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1120000,YOUNGS FORK CRK NR MARION,River/Stream,3050101,,,35.644,-81.956,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1150000,N MUDDY CRK AT NC 226 NR MARION,River/Stream,3050101,,,35.643,-81.942,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1180000,N MUDDY CRK AT SR 1747 NR MARION,River/Stream,3050101,,,35.675,-81.908,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1190000,HIGH SHOALS CRK AT DYSARTSVILLE PS 10,River/Stream,3050101,,,35.599,-81.905,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,111,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1210000,CATAWBA RIV AT SR 1147 NR GLEN ALPINE MARION,River/Stream,3050101,,,35.7445,-81.7722,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1240000,SILVER CRK AT US 70W AT MORGANTON,River/Stream,3050101,,,35.736,-81.71,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1250000,CATAWBA RIV AT MORGANTON,River/Stream,3050101,,,35.749,-81.706,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1270000,CATAWBA RIV NR MORGANTON,River/Stream,3050101,,,35.765,-81.692,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1290000,LITTLE FK NR COLD SPRINGS,River/Stream,3050101,,,35.911,-81.818,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1300000,CATAWBA RIV AT NC 18 NR MORGANTON,River/Stream,3050101,,,35.771,-81.688,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1330000,HUNTING CRK AT MORGANTON,River/Stream,3050101,,,35.76,-81.653,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1360000,HUNTING CRK NR MORGANTON,River/Stream,3050101,,,35.764,-81.66,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1370000,WILSON CRK AT US 221 NR GRAGG,River/Stream,3050101,,,36.0969,-81.8074,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1380000,N HARPER CRK AT USFS 58 NR KAWANA,River/Stream,3050101,,,36.009,-81.854,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,11,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1385000,WILSON CRK AT SR 1358 AT EDGEMONT,River/Stream,3050101,,,36.003,-81.771,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1390000,JOHNS RIV NR SR 1356 NR COLLETTSVILLE,River/Stream,3050101,,,35.988,-81.679,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1420000,JOHNS RIV AT SR 1356 NR COLLETTSVILLE,River/Stream,3050101,,,35.975,-81.688,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1450000,MULBERRY CRK AT SR 1310 NR COLLETTSVILLE,River/Stream,3050101,,,35.925,-81.663,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1480000,MULBERRY CRK AT SR 1338 NR COLLETTSVILLE,River/Stream,3050101,,,35.921,-81.671,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1510000,JOHNS RIV AT SR 1438 NR OAK HILL,River/Stream,3050101,,,35.834,-81.712,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1570000,LOWER CRK AT US 321 LENOIR,River/Stream,3050101,,,35.906,-81.529,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1630000,BLAIR FK AT MOUTH NR LENOIR,River/Stream,3050101,,,35.929,-81.543,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1690000,LOWER CRK AT SR 1188 AT LENOIR,River/Stream,3050101,,,35.894,-81.561,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1720000,LOWER CRK AT GAMEWELL SR 1143,River/Stream,3050101,,,35.846,-81.596,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1750000,LOWER CRK AT SR 1501 NR MORGANTON MARION,River/Stream,3050101,,,35.8251,-81.6359,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1780000,LAKE RHODHISS AT SR 1501 NR DREXEL CLEAN LAKES,Reservoir,3050101,,,35.789,-81.625,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1780010,LAKE RHODHISS AT SR 1501 NR DREXEL CLEAN LAKES,Reservoir,3050101,,,35.7888889,-81.625,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1810000,PROPST CRK AT DREXEL,River/Stream,3050101,,,35.771,-81.588,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1840000,PROPST CRK NR DREXEL,River/Stream,3050101,,,35.774,-81.583,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1860000,HOWARD CRK AT MOUTH NR DREXEL,River/Stream,3050101,,,35.778,-81.575,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1870000,LAKE RHODHISS AT VALDESE,Reservoir,3050101,,,35.782,-81.568,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1880000,LAKE RHODHISS NR AMHURST,Reservoir,3050101,,,35.779,-81.564,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1900000,MCGALLARD CRK AT VALDESE,River/Stream,3050101,,,35.749,-81.585,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1930000,MCGALLIARD CRK NR VALDESE,River/Stream,3050101,,,35.764,-81.571,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1950000,LAKE RHODISS NR RUTHERFORD COLLEGE,Reservoir,3050101,,,35.775,-81.55,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C1970000,HOYLE CRK UPS WTP NR VALDESE,River/Stream,3050101,,,35.761,-81.55,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2000000,HOYLE CRK NR VALDESE,River/Stream,3050101,,,35.763,-81.55,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2010000,HOYLE CRK NR RUTHERFORDTON CLG,River/Stream,3050101,,,35.776,-81.536,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2030000,LAKE RHODHISS AT SR 1001 NR BATON MARION,Reservoir,3050101,,,35.781,-81.526,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2030010,LAKE RHODHISS AT SR 1001 NR BATON CLEAN LAKES,Reservoir,3050101,,,35.764,-81.526,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2040000,LAKE RHODHISS NR CONNELLY SPRGS,Reservoir,3050101,,,35.779,-81.5,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2050000,LAKE RHODHISS AT SAWMILLS REC AREA,Reservoir,3050101,,,35.781,-81.479,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2060000,LAKE RHODHISS NR RHODHISS CLEAN LAKES,Reservoir,3050101,,,35.776,-81.446,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2060010,LAKE RHODHISS NEAR RHODHISS NC CLEAN LAKES,Reservoir,3050101,,,35.7763889,-81.4458333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2090000,CATAWBA RIV AT SR 1106 AT RHODHISS,River/Stream,3050101,,,35.773,-81.431,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2120000,LAKE RHODHISS AT RHODHISS,Reservoir,3050101,,,35.769,-81.439,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2150000,DROWNING CRK AT ICARD,River/Stream,3050101,,,35.729,-81.482,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2180000,DROWNING CRK TRIB 1 NR HILDEBRAN,River/Stream,3050101,,,35.728,-81.45,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2210000,DROWNING CRK TRIB 2 NR HILDEBRAN US64 AND 70,River/Stream,3050101,,,35.717,-81.442,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2240000,DROWNING CRK TRIB 2 NR HILDEBRAN SR 1627,River/Stream,3050101,,,35.738,-81.44,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2270000,DROWNING CRK TRIB 3 AT HILDEBRAN,River/Stream,3050101,,,35.728,-81.422,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2300000,DROWNING CRK NR HILDEBRAN,River/Stream,3050101,,,35.746,-81.417,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2330000,LAKE HICKORY AT US 321 AT HICKORY CLEAN LAKES,Reservoir,3050101,,,35.756,-81.374,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2330010,LAKE HICKORY AT US HWY 321 AT HICKORY CLEAN LAKES,Reservoir,3050101,,,35.7555556,-81.3736111,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,23,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2340000,HORSEFORD CRK AT MOUTH AT HICKORY,River/Stream,3050101,,,35.761,-81.392,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2360000,FRY CRK AT HICKORY,River/Stream,3050101,,,35.743,-81.358,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2390000,CATAWBA RIV AT HICKORY,River/Stream,3050101,,,35.761,-81.357,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2420000,GUNPOWDER CRK AT WHITNEL,River/Stream,3050101,,,35.882,-81.526,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2450000,CONNELY CRK AT SR 1165 NR HUDSON,River/Stream,3050101,,,35.865,-81.519,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2480000,CONNELLY CRK AT HUDSON US 321A,River/Stream,3050101,,,35.863,-81.508,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2510000,GUNPOWDER CRK AT HUDSON,River/Stream,3050101,,,35.857,-81.49,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2540000,GUNPOWDER CRK AT GRANITE FALLS,River/Stream,3050101,,,35.804,-81.413,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2570000,GUNPOWDER CRK NR GRANITE FALLS,River/Stream,3050101,,,35.786,-81.363,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2580000,LAKE HICKORY NR HICKORY,Reservoir,3050101,,,35.792,-81.333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2590000,UPPER LITTLE RIV AT MOUTH NR HICKORY,River/Stream,3050101,,,35.797,-81.333,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,3,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2600000,LAKE HICKORY AT NC 127 NR HICKORY,Reservoir,3050101,,,35.802,-81.3043,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2600010,LAKE HICKORY AT NC HWY 127 N HICKORY CLEAN LAKES,Reservoir,3050101,,,35.8,-81.3027778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2605000,MILL CRK NR HICKORY,River/Stream,3050101,,,35.806,-81.34,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,27,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2606000,LAKE HICKORY NR HICKORY,Reservoir,3050101,,,35.8,-81.3,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,3,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2630000,FALLING CRK AT HICKORY,River/Stream,3050101,,,35.783,-81.314,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2670000,FALLING CRK NR HICKORY,River/Stream,3050101,,,35.788,-81.303,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2700000,FALLING CRK AT MOUTH NR HICKORY,River/Stream,3050101,,,35.792,-81.304,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2730000,FALLING CRK NR NC 127 NR HICKORY,River/Stream,3050101,,,35.794,-81.303,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2760000,LAKE HICKORY NR PROPST STORE CLEAN LAKES,Reservoir,3050101,,,35.804,-81.269,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2760010,LAKE HICKORY NR PROPST STORE NC CLEAN LAKES,Reservoir,3050101,,,35.8041667,-81.2694444,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,35,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2770000,MIDDLE LITTLE RIV AT SR 1137 NR BETHLEHEM,River/Stream,3050101,,,35.822,-81.254,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,3,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-C2790000,LAKE HICKORY NR MILLERSVILLE CLEAN LAKES,Reservoir,3050101,,,35.813,-81.221,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,3,STORET
