OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-120000635,Sample-Routine,Water,,12/2/13,11:18:00,EST,0.1,m,LNBA,,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,540,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000460613,Sample-Routine,Water,,9/14/95,10:10:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,1000,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000465685,Sample-Routine,Water,,2/27/95,9:00:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,19,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-002000410,Sample-Routine,Water,,10/1/12,12:30:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,,Water Sampler (Other),,,Fecal Coliform,,35,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000247148,Sample-Routine,Water,,12/28/09,11:00:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,102,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000268691,Sample-Routine,Water,,11/23/09,11:45:00,EST,0.1,m,LNBA,,21NCMONITORING-J6010950,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,136,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000141858,Sample-Routine,Water,,12/9/04,10:27:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,26,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000186612,Sample-Routine,Water,,12/22/03,10:44:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,62,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000121066,Sample-Routine,Water,,5/27/05,11:04:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,21,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000125314,Sample-Routine,Water,,4/25/05,11:18:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6024000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,18,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000323788,Sample-Routine,Water,,2/23/01,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,135,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000320494,Sample-Routine,Water,,3/28/01,,,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,62,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000436596,Sample-Routine,Water,,9/5/97,8:50:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,48,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000445219,Sample-Routine,Water,,3/6/97,13:35:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,68,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000454558,Sample-Routine,Water,,6/10/96,10:10:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,169,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000385512,Sample-Routine,Water,,8/10/99,,,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,38,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160804-J5970000-370963950,Sample-Routine,Water,Surface Water,8/4/16,11:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,310,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000005857,Sample-Routine,Water,,8/16/11,9:51:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5500000,,,,35.32239,-78.12815,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,420,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160203-J5970000-370556690,Sample-Routine,Water,Surface Water,2/3/16,11:15:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,23,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001603414,Sample-Routine,Water,,3/18/09,12:00:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,,Water Sampler (Other),,,Fecal Coliform,,260,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000459275,Sample-Routine,Water,,11/17/95,13:40:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,119,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000035188,Sample-Routine,Water,,9/10/09,10:40:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,68,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000293708,Sample-Routine,Water,,12/28/09,9:58:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J5500000,,,,35.32239,-78.12815,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,54,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000160502,Sample-Routine,Water,,7/24/04,10:54:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6024000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,128,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000260848,Sample-Routine,Water,,6/6/02,,,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,125,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000180633,Sample-Routine,Water,,2/23/04,10:23:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,28,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000323628,Sample-Routine,Water,,2/27/01,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,2,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000438347,Sample-Routine,Water,,8/6/97,12:00:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,200,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000405258,Sample-Routine,Water,,1/7/99,,,,,LNBA,LNBA,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,760,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000441942,Sample-Routine,Water,,6/5/97,11:25:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,25,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000393125,Sample-Routine,Water,,6/3/99,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,20,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000400572,Sample-Routine,Water,,3/5/99,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,120,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000043579,Sample-Routine,Water,,2/23/07,10:34:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,2,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000093321,Sample-Routine,Water,,12/30/05,9:31:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,104,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001905506,Sample-Routine,Water,,7/26/11,11:35:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,,Water Sampler (Other),,,Fecal Coliform,,930,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-120000581,Sample-Routine,Water,,12/20/12,9:57:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,140,cfu/100ml,,Final,,Actual,,,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014706783,Sample-Routine,Water,,2/6/14,10:55:00,EST,0.1,m,LNBA,,21NCMONITORING-J5930000,,,,35.393,-78.0258,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,153,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150309-J5970000-370556568,Sample-Routine,Water,Surface Water,3/9/15,11:45:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,57,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20151019-J5970000-370556653,Sample-Routine,Water,Surface Water,10/19/15,12:25:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,37,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-090001049,Sample-Routine,Water,,9/6/13,10:54:00,EST,0.1,m,LNBA,,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,40,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000492901,Sample-Routine,Water,,10/8/09,9:03:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,53,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000071450,Sample-Routine,Water,,8/17/09,9:57:00,EDT,0.1,m,LNBA,,21NCMONITORING-J5500000,,,,35.32239,-78.12815,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,270,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000492626,Sample-Routine,Water,,5/1/08,10:31:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,37,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000403768,Sample-Routine,Water,,12/19/08,10:28:00,EST,0.1,m,LNBA,,21NCMONITORING-J5930000,,,,35.393,-78.0258,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,39,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000267564,Sample-Routine,Water,,4/19/02,,,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,44,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000283362,Sample-Routine,Water,,12/4/01,,,,,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,60,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000279574,Sample-Routine,Water,,1/14/02,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,20,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000230484,Sample-Routine,Water,,1/30/03,11:28:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,33,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000309457,Sample-Routine,Water,,6/12/01,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,84,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000149434,Sample-Routine,Water,,10/8/04,11:10:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,42,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000164558,Sample-Routine,Water,,6/26/04,9:42:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J5900000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,35.4662,-78.0942,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,148,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000402226,Sample-Routine,Water,,2/9/99,,,,,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,52,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000346908,Sample-Routine,Water,,8/14/00,,,,,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,,Fecal Coliform,,270,cfu/100ml,,Final,,Actual,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000049565,Sample-Routine,Water,,12/29/06,10:30:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,400,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160705-J5970000-370556747,Sample-Routine,Water,Surface Water,7/5/16,11:15:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J5970000,,,,35.33712,-77.99734,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,,Fecal Coliform,,280,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000001405,Sample-Routine,Water,,1/28/10,10:27:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,94,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000003610,Sample-Routine,Water,,5/10/10,10:57:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6024000,,,,35.229,-77.846,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,39,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000008263,Sample-Routine,Water,,12/30/10,10:48:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,5,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-080000902,Sample-Routine,Water,,8/20/12,10:23:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6010950,,,,35.2817,-77.8686,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,,Fecal Coliform,,290,cfu/100ml,,Final,,Actual,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
