OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2014-000154155,Sample-Routine,Water,Surface Water,1/6/14,10:10:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,WET:TSS- J2-estimated- QCS did not meet acceptance limits,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,86,cfu/100ml,Final,Actual,"B4, Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml. Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170216-J7739550-371240994,Sample-Routine,Water,Surface Water,2/16/17,10:10:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,190,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001499638,Sample-Routine,Water,,2/26/08,10:56:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,83,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001667651,Sample-Routine,Water,,11/17/09,12:40:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,47,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001748524,Sample-Routine,Water,,10/25/10,10:53:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,REVISED REPORT 01/14/11,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,150,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000459660,Sample-Routine,Water,,10/11/95,11:40:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,707,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001975920,Sample-Routine,Water,,6/6/12,10:46:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,34,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000178199,Sample-Routine,Water,,6/18/09,11:30:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J7325000,"Too many colonies were present; too numerous to count (TNTC), the numeric value represents the maximum number of counts typically accepted on a filter membrane (60 for fecal and 80 for total), multiplied by 100 and then divided by the smallest filtration volume analyzed.  This number is reported as a greater than value.",,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,600,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000217069,Sample-Routine,Water,,5/29/09,11:48:00,EDT,0.1,m,LNBA,,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,47,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000216868,Sample-Routine,Water,,5/29/09,11:31:00,EDT,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,84,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000364393,Sample-Routine,Water,,2/6/09,11:44:00,EST,0.1,m,LNBA,,21NCMONITORING-J7325000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,48,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000163036,Sample-Routine,Water,,7/8/04,11:48:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,132,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000142857,Sample-Routine,Water,,12/2/04,12:06:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,100,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000237619,Sample-Routine,Water,,11/20/02,12:10:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,580,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000381541,Sample-Routine,Water,,9/13/99,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,270,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000445625,Sample-Routine,Water,,2/12/97,12:25:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,58,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150324-J7739550-370557371,Sample-Routine,Water,Surface Water,3/24/15,9:45:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,60,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150922-J7739550-370557435,Sample-Routine,Water,Surface Water,9/22/15,9:50:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,220,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20180510-J7739550-371241202,Sample-Routine,Water,Surface Water,5/10/18,14:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,70,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-110000869,Sample-Routine,Water,,11/20/13,11:22:00,EST,0.1,m,LNBA,,21NCMONITORING-J7325000,,,,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,53,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001643248,Sample-Routine,Water,,8/18/09,13:15:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,45,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001704252,Sample-Routine,Water,,4/27/10,12:23:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,31,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001881009,Sample-Routine,Water,,3/23/11,10:26:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,53,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000466446,Sample-Routine,Water,,1/19/95,13:45:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,219,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000501997,Sample-Routine,Water,,2/11/08,11:45:00,EST,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,24,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000186881,Sample-Routine,Water,,12/19/03,12:30:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,96,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000220844,Sample-Routine,Water,,4/25/03,12:34:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,26,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000400734,Sample-Routine,Water,,3/4/99,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,56,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014709747,Sample-Routine,Water,,5/8/14,10:52:00,EST,0.1,m,LNBA,,21NCMONITORING-J7325000,,,,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,36,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000022779,Sample-Routine,Water,,3/7/13,11:33:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,15,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000021863,Sample-Routine,Water,,2/20/13,10:21:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,36,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150722-J7450000-370557206,Sample-Routine,Water,Surface Water,7/22/15,10:45:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,580,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2014-000163851,Sample-Routine,Water,Surface Water,4/22/14,10:18:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,78,cfu/100ml,Final,Actual,"B4, Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml. Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20180927-J7450000-371240921,Sample-Routine,Water,Surface Water,9/27/18,12:50:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,510,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-002000597,Sample-Routine,Water,,12/13/12,11:06:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,2000,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000418685,Sample-Routine,Water,,8/6/98,13:45:00,EDT,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,30,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000480264,Sample-Routine,Water,,7/21/08,11:30:00,EDT,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,37,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000294305,Sample-Routine,Water,,9/11/01,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,120,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000168793,Sample-Routine,Water,,5/28/04,12:16:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,114,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000145683,Sample-Routine,Water,,11/8/04,12:08:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,35,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000199219,Sample-Routine,Water,,9/22/03,15:20:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,31,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000456013,Sample-Routine,Water,,4/9/96,12:45:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,44,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000056631,Sample-Routine,Water,,10/23/06,13:06:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,122,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000001267,Sample-Routine,Water,,2/18/10,11:52:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,40,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000006038,Sample-Routine,Water,,8/19/10,11:32:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,94,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014711177,Sample-Routine,Water,,6/5/14,10:42:00,EST,0.1,m,LNBA,,21NCMONITORING-J7325000,,,,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,22,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001667673,Sample-Routine,Water,,11/17/09,12:15:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,120,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1995-000463998,Sample-Routine,Water,,5/11/95,12:00:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,1700,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001975901,Sample-Routine,Water,,5/22/12,11:10:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,49,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001975978,Sample-Routine,Water,,6/6/12,10:20:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,160,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000240062,Sample-Routine,Water,,11/27/09,11:51:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,45,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000240062,Sample-Routine,Water,,11/27/09,11:51:00,EST,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,45,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000431912,Sample-Routine,Water,,11/21/08,12:17:00,EST,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,74,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
